Record_ID,DOI,Title,Authors,Journal,Year,Material,Doping,Gas,Adsorption_Energy_eV,Charge_Transfer_e,Adsorption_Distance_A,DFT_Software,Functional,Data_Source,Extraction_Notes,Source_URL
403,10.3390/s20143932,"Enhancing the Sensing Performance of Zigzag Graphene Nanoribbon to Detect NO, NO2, and NH3 Gases","Salih E, Ayesh AI",Sensors,2020,ZGNR-O (epoxy),O,NO2,-0.212,0.031,3.15,ATK-VNL,DFT (ATK),table,Table 2; most stable adsorption configuration,https://doi.org/10.3390/s20143932
404,10.3390/s20143932,"Enhancing the Sensing Performance of Zigzag Graphene Nanoribbon to Detect NO, NO2, and NH3 Gases","Salih E, Ayesh AI",Sensors,2020,ZGNR-O (epoxy),O,NH3,-0.124,-0.128,3.15,ATK-VNL,DFT (ATK),table,Table 2; most stable adsorption configuration,https://doi.org/10.3390/s20143932
405,10.3390/s20143932,"Enhancing the Sensing Performance of Zigzag Graphene Nanoribbon to Detect NO, NO2, and NH3 Gases","Salih E, Ayesh AI",Sensors,2020,ZGNR-OH (hydroxyl),OH,NO,-0.641,-0.146,2.24,ATK-VNL,DFT (ATK),table,Table 3; most stable adsorption configuration,https://doi.org/10.3390/s20143932
406,10.3390/s20143932,"Enhancing the Sensing Performance of Zigzag Graphene Nanoribbon to Detect NO, NO2, and NH3 Gases","Salih E, Ayesh AI",Sensors,2020,ZGNR-OH (hydroxyl),OH,NO2,-0.618,0.074,1.74,ATK-VNL,DFT (ATK),table,Table 3; most stable adsorption configuration,https://doi.org/10.3390/s20143932
407,10.3390/s20143932,"Enhancing the Sensing Performance of Zigzag Graphene Nanoribbon to Detect NO, NO2, and NH3 Gases","Salih E, Ayesh AI",Sensors,2020,ZGNR-OH (hydroxyl),OH,NH3,-0.244,-0.137,2.18,ATK-VNL,DFT (ATK),table,Table 3; most stable adsorption configuration,https://doi.org/10.3390/s20143932
408,10.3390/s20143932,"Enhancing the Sensing Performance of Zigzag Graphene Nanoribbon to Detect NO, NO2, and NH3 Gases","Salih E, Ayesh AI",Sensors,2020,ZGNR-O-OH (epoxy+hydroxyl),O+OH,NO,-0.625,-0.118,1.98,ATK-VNL,DFT (ATK),table,Table 4; most stable adsorption configuration,https://doi.org/10.3390/s20143932
409,10.3390/s20143932,"Enhancing the Sensing Performance of Zigzag Graphene Nanoribbon to Detect NO, NO2, and NH3 Gases","Salih E, Ayesh AI",Sensors,2020,ZGNR-O-OH (epoxy+hydroxyl),O+OH,NO2,-0.953,0.092,1.68,ATK-VNL,DFT (ATK),table,Table 4; most stable adsorption configuration,https://doi.org/10.3390/s20143932
410,10.3390/s20143932,"Enhancing the Sensing Performance of Zigzag Graphene Nanoribbon to Detect NO, NO2, and NH3 Gases","Salih E, Ayesh AI",Sensors,2020,ZGNR-O-OH (epoxy+hydroxyl),O+OH,NH3,-0.219,-0.141,2.45,ATK-VNL,DFT (ATK),table,Table 4; most stable adsorption configuration,https://doi.org/10.3390/s20143932
411,10.3390/s19092123,Few-Layer MoS2 Nanosheets for NO2 Gas Sensing at Room Temperature,"Li W, Zhang Y, Long X, Cao J, Xin X, Guan X",Sensors,2019,Few-Layer MoS2,NA,NO2,-0.05,NA,3.128,VASP,GGA-PBE,table,Table 2; DFT adsorption configurations for NO2 on MoS2,https://doi.org/10.3390/s19092123
412,10.3390/s19092123,Few-Layer MoS2 Nanosheets for NO2 Gas Sensing at Room Temperature,"Li W, Zhang Y, Long X, Cao J, Xin X, Guan X",Sensors,2019,Few-Layer MoS2,NA,NO2,-0.021,NA,3.12,VASP,GGA-PBE,table,Table 2; DFT adsorption configurations for NO2 on MoS2,https://doi.org/10.3390/s19092123
413,10.3390/s19092123,Few-Layer MoS2 Nanosheets for NO2 Gas Sensing at Room Temperature,"Li W, Zhang Y, Long X, Cao J, Xin X, Guan X",Sensors,2019,Few-Layer MoS2,NA,NO2,-0.027,NA,3.124,VASP,GGA-PBE,table,Table 2; DFT adsorption configurations for NO2 on MoS2,https://doi.org/10.3390/s19092123
414,10.3390/nano11010100,The Adsorption and Sensing Performances of Ir-modified MoS2 Monolayer toward SF6 Decomposition Products: A DFT Study,"Liu H, Wang F, Hu K, Li T, Yan Y, Li J",Nanomaterials,2021,Ir-modified MoS2,Ir,H2S,-2.323,0.286,1.583,CASTEP,GGA-PBE,table,Table 2; most stable adsorption (Position 3) for each gas,https://doi.org/10.3390/nano11010100
415,10.3390/nano11010100,The Adsorption and Sensing Performances of Ir-modified MoS2 Monolayer toward SF6 Decomposition Products: A DFT Study,"Liu H, Wang F, Hu K, Li T, Yan Y, Li J",Nanomaterials,2021,Ir-modified MoS2,Ir,SO2,-1.757,0.114,2.175,CASTEP,GGA-PBE,table,Table 2; most stable adsorption (Position 3) for each gas,https://doi.org/10.3390/nano11010100
416,10.3390/nano11010100,The Adsorption and Sensing Performances of Ir-modified MoS2 Monolayer toward SF6 Decomposition Products: A DFT Study,"Liu H, Wang F, Hu K, Li T, Yan Y, Li J",Nanomaterials,2021,Ir-modified MoS2,Ir,SOF2,-1.492,0.154,2.171,CASTEP,GGA-PBE,table,Table 2; most stable adsorption (Position 3) for each gas,https://doi.org/10.3390/nano11010100
417,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1H-HfS2,NA,NH3,-0.647,0.015,2.43,VASP,GGA-PBE+D3,table,Table 3; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
418,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1H-HfS2,NA,NO2,-0.456,-0.179,2.02,VASP,GGA-PBE+D3,table,Table 3; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
419,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1H-ZrS2,NA,NH3,-0.332,0.152,3.6,VASP,GGA-PBE+D3,table,Table 3; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
420,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1H-ZrS2,NA,NO2,-0.666,-0.199,3.24,VASP,GGA-PBE+D3,table,Table 3; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
421,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1H-HfSe2,NA,NH3,-0.199,0.045,3.38,VASP,GGA-PBE+D3,table,Table 3; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
422,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1H-HfSe2,NA,NO2,-0.399,-0.22,2.2,VASP,GGA-PBE+D3,table,Table 3; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
423,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1H-ZrSe2,NA,NH3,-0.518,0.081,2.49,VASP,GGA-PBE+D3,table,Table 3; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
424,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1H-ZrSe2,NA,NO2,-0.609,-0.309,2.17,VASP,GGA-PBE+D3,table,Table 3; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
425,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1H-HfTe2,NA,NH3,-0.208,0.033,3.56,VASP,GGA-PBE+D3,table,Table 3; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
426,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1H-HfTe2,NA,NO2,-0.965,-0.252,2.28,VASP,GGA-PBE+D3,table,Table 3; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
427,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1H-ZrTe2,NA,NH3,-0.208,0.009,3.55,VASP,GGA-PBE+D3,table,Table 3; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
428,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1H-ZrTe2,NA,NO2,-0.942,-0.622,2.28,VASP,GGA-PBE+D3,table,Table 3; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
429,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1T-HfS2,NA,NH3,-0.447,0.195,2.42,VASP,GGA-PBE+D3,table,Table 4; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
430,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1T-HfS2,NA,NO2,-0.204,-0.05,3.3,VASP,GGA-PBE+D3,table,Table 4; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
431,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1T-ZrS2,NA,NH3,-0.587,0.117,2.44,VASP,GGA-PBE+D3,table,Table 4; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
432,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1T-ZrS2,NA,NO2,-0.214,-0.132,2.66,VASP,GGA-PBE+D3,table,Table 4; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
433,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1T-HfSe2,NA,NH3,-0.191,0.128,2.45,VASP,GGA-PBE+D3,table,Table 4; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
434,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1T-HfSe2,NA,NO2,-0.279,-0.257,4.82,VASP,GGA-PBE+D3,table,Table 4; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
435,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1T-ZrSe2,NA,NH3,-0.345,0.033,2.48,VASP,GGA-PBE+D3,table,Table 4; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
436,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1T-ZrSe2,NA,NO2,-0.269,-0.14,4.35,VASP,GGA-PBE+D3,table,Table 4; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
437,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1T-HfTe2,NA,NH3,-0.198,0.053,3.58,VASP,GGA-PBE+D3,table,Table 4; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
438,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1T-HfTe2,NA,NO2,-0.667,-0.185,5.12,VASP,GGA-PBE+D3,table,Table 4; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
439,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1T-ZrTe2,NA,NH3,-0.166,0.018,3.87,VASP,GGA-PBE+D3,table,Table 4; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
440,10.3390/nano10061215,"Molecular Adsorption of NH3 and NO2 on Zr and Hf Dichalcogenides (S, Se, Te) Monolayers: A Density Functional Theory Study","Raya SS, Ansari AS, Shong B",Nanomaterials,2020,1T-ZrTe2,NA,NO2,-0.672,-0.619,3.21,VASP,GGA-PBE+D3,table,Table 4; preferred site Eads (meV→eV),https://doi.org/10.3390/nano10061215
441,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (1B),B,NO,-0.163,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
442,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (1B),B,NO2,-0.61,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
443,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (1B),B,NH3,-0.15,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
444,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (1B),B,CO,-0.11,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
445,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (1B),B,CO2,-0.16,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
446,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (1B),B,H2O,-0.18,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
447,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (1B),B,SO2,-0.36,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
448,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (1B),B,H2,-0.06,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
449,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-II),B,NO,-0.89,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
450,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-II),B,NO2,-0.72,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
451,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-II),B,NH3,-0.04,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
452,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-II),B,CO,-0.11,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
453,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-II),B,CO2,-0.15,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
454,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-II),B,H2O,-0.21,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
455,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-II),B,SO2,-0.278,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
456,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-II),B,H2,-0.06,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
457,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-III),B,NO,-0.54,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
458,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-III),B,NO2,-0.77,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
459,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-III),B,NH3,-0.06,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
460,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-III),B,CO,-0.14,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
461,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-III),B,CO2,-0.09,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
462,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-III),B,H2O,-0.2,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
463,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-III),B,SO2,-0.34,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
464,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (2B-III),B,H2,-0.08,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
465,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-II),B,NO,-0.69,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
466,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-II),B,NO2,-0.9,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
467,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-II),B,NH3,-0.08,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
468,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-II),B,CO,-0.1,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
469,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-II),B,CO2,-0.17,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
470,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-II),B,H2O,-0.23,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
471,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-II),B,SO2,-0.27,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
472,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-II),B,H2,-0.06,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
473,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-III),B,NO,-1.23,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
474,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-III),B,NO2,-1.6,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
475,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-III),B,NH3,-0.49,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
476,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-III),B,CO,-0.03,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
477,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-III),B,CO2,-0.19,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
478,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-III),B,H2O,-0.32,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
479,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-III),B,SO2,-0.48,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
480,10.3390/chemengineering10030042,Catalytic Activity of Multi-Boron-Doped Graphene from First Principles,"Maji R, De J",ChemEngineering,2026,Multi-B Graphene (3B-III),B,H2,-0.08,NA,NA,VASP,GGA-PBE,table,Table 1; energetically favorable adsorption site per gas,https://doi.org/10.3390/chemengineering10030042
