material,Eg_eV,chi_eV,role,chi_source
RbTaSrHfO6,5.101717351,3.5732,absorber,ml_plus_family_prior
RbTaSrSiO6,4.925639137,3.5538,absorber,ml_plus_family_prior
RbTaSrSnO6,5.339337693,3.5929,absorber,ml_plus_family_prior
RbTaSrTiO6,3.820417026,3.594,absorber,ml_plus_family_prior
RbTaSrZrO6,5.004836343,3.564,absorber,ml_plus_family_prior
RbTaTlNbO6,1.755690239,3.8806,absorber,ml_plus_family_prior
RbTaTlTaO6,2.236308333,3.8339,absorber,ml_plus_family_prior
RbTaYAlO6,5.611690741,3.5063,absorber,ml_plus_family_prior
Sb_b,1.22,3.2600000000000007,monolayer,literature_HSE06_monolayer
SiC,3.27,2.19,monolayer,literature_HSE06_monolayer
SiGe_b,0.55,4.25,monolayer,literature_HSE06_monolayer
SiSn_b,0.59,4.0600000000000005,monolayer,literature_HSE06_monolayer
SnC,1.85,2.9999999999999996,monolayer,literature_HSE06_monolayer
SnHfAgNbO6,3.209983605,3.6866,absorber,ml_plus_family_prior
SnHfBaSnO6,5.174115888,3.5924,absorber,ml_plus_family_prior
SnHfBaTiO6,4.117569876,3.6025,absorber,ml_plus_family_prior
SnHfCaGeO6,4.190195999,3.6072,absorber,ml_plus_family_prior
SnHfCaSiO6,4.879451562,3.5854,absorber,ml_plus_family_prior
SnHfCaSnO6,3.946579171,3.6036,absorber,ml_plus_family_prior
SnHfCaTiO6,3.352056245,3.7198,absorber,ml_plus_family_prior
SnHfCsVO6,1.553908766,3.9055,absorber,ml_plus_family_prior
SnHfGaNbO6,2.680932059,3.7505,absorber,ml_plus_family_prior
SnHfGaTaO6,3.434604475,3.6858,absorber,ml_plus_family_prior
SnHfInNbO6,1.463743255,3.8685,absorber,ml_plus_family_prior
SnHfKNbO6,4.033855052,3.5894,absorber,ml_plus_family_prior
SnHfLaAlO6,4.926783336,3.5598,absorber,ml_plus_family_prior
SnHfLaGaO6,4.783226641,3.595,absorber,ml_plus_family_prior
SnHfLaInO6,4.45984096,3.5945,absorber,ml_plus_family_prior
SnHfLiNbO6,3.257029919,3.6934,absorber,ml_plus_family_prior
SnHfLiVO6,0.650198371,3.9271,absorber,ml_plus_family_prior
SnHfMgTiO6,3.126042499,3.6676,absorber,ml_plus_family_prior
SnHfNaNbO6,3.140093285,3.6779,absorber,ml_plus_family_prior
SnHfNaSbO6,4.99990274,3.5916,absorber,ml_plus_family_prior
SnHfNaVO6,1.483239949,3.9113,absorber,ml_plus_family_prior
SnHfPbTiO6,3.974059783,3.6043,absorber,ml_plus_family_prior
SnHfRbNbO6,4.012968027,3.5894,absorber,ml_plus_family_prior
SnHfSnTiO6,3.527115883,3.7009,absorber,ml_plus_family_prior
SnHfSnZrO6,3.970705007,3.607,absorber,ml_plus_family_prior
SnHfSrGeO6,5.080946049,3.6083,absorber,ml_plus_family_prior
SnHfSrSiO6,4.896460123,3.5844,absorber,ml_plus_family_prior
SnHfSrSnO6,5.171032937,3.5924,absorber,ml_plus_family_prior
SnHfSrTiO6,4.144891869,3.6025,absorber,ml_plus_family_prior
SnHfTlNbO6,2.709728065,3.8718,absorber,ml_plus_family_prior
SnHfYAlO6,4.336146837,3.5757,absorber,ml_plus_family_prior
SnO2,3.6,4.0,etl,literature_SCAPS
SnS2,1.85,4.26,etl,literature_SCAPS
SnTiYAlO6,2.700036899,3.7519,absorber,ml_plus_family_prior
SnZrAgNbO6,3.229537258,3.6829,absorber,ml_plus_family_prior
SnZrBaSnO6,5.135553587,3.6028,absorber,ml_plus_family_prior
SnZrBaTiO6,4.111540315,3.6045,absorber,ml_plus_family_prior
SnZrCaGeO6,4.991572731,3.5981,absorber,ml_plus_family_prior
SnZrCaSiO6,4.77896532,3.593,absorber,ml_plus_family_prior
SnZrCaSnO6,5.126303777,3.603,absorber,ml_plus_family_prior
SnZrCaTiO6,3.430578699,3.6963,absorber,ml_plus_family_prior
SnZrCaZrO6,4.884594323,3.5907,absorber,ml_plus_family_prior
SnZrCsVO6,1.579963591,3.8415,absorber,ml_plus_family_prior
SnZrGaNbO6,2.679548904,3.7227,absorber,ml_plus_family_prior
SnZrGaTaO6,3.407617962,3.6957,absorber,ml_plus_family_prior
SnZrInNbO6,1.473774385,3.8298,absorber,ml_plus_family_prior
SnZrKNbO6,4.021001601,3.5914,absorber,ml_plus_family_prior
SnZrKSbO6,4.839100803,3.5995,absorber,ml_plus_family_prior
SnZrLaAlO6,4.858929864,3.5721,absorber,ml_plus_family_prior
SnZrLaGaO6,4.692095969,3.5963,absorber,ml_plus_family_prior
SnZrLaInO6,4.423128282,3.606,absorber,ml_plus_family_prior
SnZrLiNbO6,3.330009183,3.7199,absorber,ml_plus_family_prior
SnZrLiVO6,1.496601007,3.8491,absorber,ml_plus_family_prior
SnZrMgTiO6,3.24826497,3.6766,absorber,ml_plus_family_prior
SnZrNaNbO6,3.218716099,3.6829,absorber,ml_plus_family_prior
SnZrNaSbO6,4.940578625,3.5905,absorber,ml_plus_family_prior
SnZrNaVO6,1.507160671,3.849,absorber,ml_plus_family_prior
SnZrPbTiO6,3.968205092,3.6059,absorber,ml_plus_family_prior
SnZrSnTiO6,3.745150863,3.6278,absorber,ml_plus_family_prior
SnZrSrGeO6,5.012190275,3.5976,absorber,ml_plus_family_prior
SnZrSrSiO6,4.792990418,3.592,absorber,ml_plus_family_prior
SnZrSrSnO6,5.135155814,3.6028,absorber,ml_plus_family_prior
SnZrSrTiO6,4.137110462,3.6045,absorber,ml_plus_family_prior
SnZrTlNbO6,3.199119137,3.6774,absorber,ml_plus_family_prior
SnZrTlTaO6,3.711956415,3.6303,absorber,ml_plus_family_prior
SnZrYAlO6,4.252384233,3.5752,absorber,ml_plus_family_prior
SrGeAgNbO6,4.17527143,3.5784,absorber,ml_plus_family_prior
SrGeCaGeO6,2.594730579,3.804,absorber,ml_plus_family_prior
SrGeCaSiO6,3.610404089,3.5959,absorber,ml_plus_family_prior
SrGeCaSnO6,3.176619834,3.683,absorber,ml_plus_family_prior
SrGeCaTiO6,4.854383494,3.5712,absorber,ml_plus_family_prior
SrGeLaAlO6,5.326796507,3.5421,absorber,ml_plus_family_prior
SrGeLaGaO6,3.461904133,3.6724,absorber,ml_plus_family_prior
SrGeLaInO6,3.979319695,3.5623,absorber,ml_plus_family_prior
SrGeLiVO6,2.036765745,3.8435,absorber,ml_plus_family_prior
SrGeMgTiO6,5.057554717,3.5542,absorber,ml_plus_family_prior
SrGeSnTiO6,3.278589306,3.714,absorber,ml_plus_family_prior
SrGeYAlO6,5.805413062,3.5213,absorber,ml_plus_family_prior
SrHfAgNbO6,4.176895192,3.5747,absorber,ml_plus_family_prior
SrHfAgTaO6,4.200189633,3.5746,absorber,ml_plus_family_prior
SrHfBaSnO6,6.263415327,3.5628,absorber,ml_plus_family_prior
SrHfBaTiO6,4.710168434,3.5659,absorber,ml_plus_family_prior
SrHfCaGeO6,6.746283956,3.5435,absorber,ml_plus_family_prior
SrHfCaSiO6,7.294961255,3.4729,absorber,ml_plus_family_prior
SrHfCaSnO6,6.436087606,3.5642,absorber,ml_plus_family_prior
SrHfCaTiO6,5.06131937,3.5714,absorber,ml_plus_family_prior
SrHfCsNbO6,4.252232394,3.5746,absorber,ml_plus_family_prior
SrHfCsVO6,1.925412534,3.8538,absorber,ml_plus_family_prior
SrHfGaNbO6,2.752638628,3.7272,absorber,ml_plus_family_prior
SrHfGaTaO6,3.492686975,3.6707,absorber,ml_plus_family_prior
SrHfInNbO6,1.472787671,3.8394,absorber,ml_plus_family_prior
SrHfInTaO6,2.142406138,3.8052,absorber,ml_plus_family_prior
SrHfKNbO6,4.334239422,3.5789,absorber,ml_plus_family_prior
SrHfKSbO6,5.652959022,3.5244,absorber,ml_plus_family_prior
SrHfLaAlO6,7.008201642,3.4637,absorber,ml_plus_family_prior
SrHfLaGaO6,7.241445283,3.4721,absorber,ml_plus_family_prior
SrHfLaInO6,6.550766008,3.5381,absorber,ml_plus_family_prior
SrHfLiNbO6,4.705854233,3.5687,absorber,ml_plus_family_prior
SrHfLiVO6,1.971766171,3.8533,absorber,ml_plus_family_prior
SrHfMgTiO6,5.499077752,3.5409,absorber,ml_plus_family_prior
SrHfMgZrO6,7.474759963,3.4516,absorber,ml_plus_family_prior
SrHfNaNbO6,4.417036691,3.5794,absorber,ml_plus_family_prior
SrHfNaSbO6,5.945060913,3.5376,absorber,ml_plus_family_prior
SrHfNaVO6,1.95911547,3.8533,absorber,ml_plus_family_prior
SrHfPbHfO6,5.913216316,3.5403,absorber,ml_plus_family_prior
SrHfPbTiO6,4.806805346,3.5707,absorber,ml_plus_family_prior
SrHfPbZrO6,5.85190613,3.5465,absorber,ml_plus_family_prior
SrHfRbNbO6,4.283633554,3.5746,absorber,ml_plus_family_prior
SrHfSnHfO6,5.167009671,3.5924,absorber,ml_plus_family_prior
SrHfSnTiO6,3.490516735,3.7036,absorber,ml_plus_family_prior
SrHfSnZrO6,5.142678923,3.6037,absorber,ml_plus_family_prior
SrHfSrGeO6,6.492423051,3.5438,absorber,ml_plus_family_prior
SrHfSrSiO6,7.274729675,3.4711,absorber,ml_plus_family_prior
SrHfSrSnO6,6.398151683,3.5628,absorber,ml_plus_family_prior
SrHfSrTiO6,4.808535196,3.5673,absorber,ml_plus_family_prior
SrHfSrZrO6,6.587499549,3.5448,absorber,ml_plus_family_prior
SrHfTlNbO6,2.789967739,3.8396,absorber,ml_plus_family_prior
SrHfTlTaO6,3.537462784,3.6495,absorber,ml_plus_family_prior
SrHfYAlO6,7.85475225,3.4637,absorber,ml_plus_family_prior
SrSiAgNbO6,3.735156221,3.5905,absorber,ml_plus_family_prior
SrSiCaGeO6,3.591819082,3.5959,absorber,ml_plus_family_prior
SrSiCaSiO6,5.791606342,3.5346,absorber,ml_plus_family_prior
SrSiCaSnO6,3.879590944,3.6203,absorber,ml_plus_family_prior
SrSiCaTiO6,4.490676552,3.5591,absorber,ml_plus_family_prior
SrSiLaAlO6,7.781253229,3.4634,absorber,ml_plus_family_prior
SrSiLaGaO6,5.025059286,3.5622,absorber,ml_plus_family_prior
SrSiLaInO6,5.1817765,3.5561,absorber,ml_plus_family_prior
SrSiLiNbO6,4.200926152,3.569,absorber,ml_plus_family_prior
SrSiLiVO6,1.55928847,3.8783,absorber,ml_plus_family_prior
SrSiMgTiO6,5.003049204,3.5368,absorber,ml_plus_family_prior
SrSiSnTiO6,2.61479547,3.864,absorber,ml_plus_family_prior
SrSiSrGeO6,3.06110138,3.6449,absorber,ml_plus_family_prior
SrSiSrSnO6,3.529644563,3.6933,absorber,ml_plus_family_prior
SrSiSrTiO6,4.387038008,3.5706,absorber,ml_plus_family_prior
SrSiYAlO6,8.103995713,3.4634,absorber,ml_plus_family_prior
SrSnAgNbO6,4.236154672,3.6012,absorber,ml_plus_family_prior
SrSnCaGeO6,2.579727765,3.8298,absorber,ml_plus_family_prior
SrSnCaSiO6,3.848751305,3.6203,absorber,ml_plus_family_prior
SrSnCaSnO6,3.697927802,3.6261,absorber,ml_plus_family_prior
SrSnCaTiO6,4.770072455,3.5936,absorber,ml_plus_family_prior
SrSnLaAlO6,5.552495553,3.5367,absorber,ml_plus_family_prior
SrSnLaGaO6,4.088655265,3.5871,absorber,ml_plus_family_prior
SrSnLaInO6,4.176892582,3.6,absorber,ml_plus_family_prior
SrSnMgTiO6,5.151680803,3.5677,absorber,ml_plus_family_prior
SrSnSnTiO6,4.288963447,3.5984,absorber,ml_plus_family_prior
SrSnSrGeO6,2.299718075,3.8677,absorber,ml_plus_family_prior
SrSnSrTiO6,5.121862654,3.5977,absorber,ml_plus_family_prior
SrSnYAlO6,5.559431157,3.5367,absorber,ml_plus_family_prior
SrTiAgNbO6,3.339764295,3.7063,absorber,ml_plus_family_prior
SrTiCaGeO6,4.897520596,3.5605,absorber,ml_plus_family_prior
SrTiCaSiO6,4.487936065,3.5591,absorber,ml_plus_family_prior
SrTiCaSnO6,4.770601938,3.5936,absorber,ml_plus_family_prior
SrTiCaTiO6,3.931832825,3.5689,absorber,ml_plus_family_prior
SrTiLaAlO6,4.975239684,3.5324,absorber,ml_plus_family_prior
SrTiLaGaO6,5.29666036,3.556,absorber,ml_plus_family_prior
SrTiLaInO6,5.292661823,3.5597,absorber,ml_plus_family_prior
SrTiLiNbO6,3.574708867,3.5935,absorber,ml_plus_family_prior
SrTiLiVO6,2.701019829,3.8323,absorber,ml_plus_family_prior
SrTiMgTiO6,4.740281538,3.5466,absorber,ml_plus_family_prior
SrTiSnTiO6,2.822797487,3.7779,absorber,ml_plus_family_prior
SrTiSrGeO6,4.676873549,3.5696,absorber,ml_plus_family_prior
SrTiYAlO6,5.292063377,3.5345,absorber,ml_plus_family_prior
SrZrAgNbO6,4.138226816,3.5804,absorber,ml_plus_family_prior
SrZrAgTaO6,4.170672569,3.5804,absorber,ml_plus_family_prior
SrZrBaSnO6,6.427321329,3.5683,absorber,ml_plus_family_prior
SrZrBaTiO6,4.674153802,3.568,absorber,ml_plus_family_prior
SrZrCaGeO6,6.200940699,3.5513,absorber,ml_plus_family_prior
SrZrCaSiO6,6.823548556,3.4773,absorber,ml_plus_family_prior
SrZrCaSnO6,6.727992178,3.5681,absorber,ml_plus_family_prior
SrZrCaTiO6,5.064483253,3.5735,absorber,ml_plus_family_prior
SrZrCsNbO6,4.204970633,3.5772,absorber,ml_plus_family_prior
SrZrCsVO6,2.301070665,3.7723,absorber,ml_plus_family_prior
SrZrGaNbO6,2.75034975,3.6991,absorber,ml_plus_family_prior
SrZrGaTaO6,3.445174563,3.6674,absorber,ml_plus_family_prior
SrZrInNbO6,1.480554007,3.7944,absorber,ml_plus_family_prior
SrZrInTaO6,2.104380205,3.7548,absorber,ml_plus_family_prior
SrZrKNbO6,4.283561279,3.5772,absorber,ml_plus_family_prior
SrZrKSbO6,5.578868143,3.5385,absorber,ml_plus_family_prior
SrZrLaAlO6,6.741766285,3.5237,absorber,ml_plus_family_prior
SrZrLaGaO6,6.999519732,3.4782,absorber,ml_plus_family_prior
SrZrLaInO6,6.771740807,3.5264,absorber,ml_plus_family_prior
SrZrLiNbO6,4.959242475,3.5625,absorber,ml_plus_family_prior
SrZrLiTaO6,5.176051827,3.567,absorber,ml_plus_family_prior
SrZrLiVO6,1.987131612,3.7932,absorber,ml_plus_family_prior
SrZrMgTiO6,5.717352915,3.5055,absorber,ml_plus_family_prior
SrZrMgZrO6,6.943180739,3.4516,absorber,ml_plus_family_prior
SrZrNaNbO6,4.375144271,3.5814,absorber,ml_plus_family_prior
SrZrNaSbO6,5.864816808,3.543,absorber,ml_plus_family_prior
SrZrNaVO6,1.97424218,3.7932,absorber,ml_plus_family_prior
SrZrPbHfO6,5.851968532,3.5465,absorber,ml_plus_family_prior
SrZrPbTiO6,4.786374901,3.5716,absorber,ml_plus_family_prior
SrZrPbZrO6,5.795287748,3.544,absorber,ml_plus_family_prior
SrZrRbNbO6,4.240433077,3.5772,absorber,ml_plus_family_prior
SrZrSnHfO6,5.142562912,3.6037,absorber,ml_plus_family_prior
SrZrSnTiO6,4.132405402,3.6045,absorber,ml_plus_family_prior
SrZrSnZrO6,5.126089659,3.6028,absorber,ml_plus_family_prior
SrZrSrGeO6,6.415338434,3.5499,absorber,ml_plus_family_prior
SrZrSrSiO6,6.767726491,3.5252,absorber,ml_plus_family_prior
SrZrSrSnO6,6.667386491,3.5683,absorber,ml_plus_family_prior
SrZrSrTiO6,4.765770048,3.5681,absorber,ml_plus_family_prior
SrZrTlNbO6,2.796095934,3.7979,absorber,ml_plus_family_prior
SrZrTlTaO6,3.494338204,3.6922,absorber,ml_plus_family_prior
SrZrYAlO6,7.46492109,3.4687,absorber,ml_plus_family_prior
TiO2,3.2,4.0,etl,literature_SCAPS
TiO2:N,3.0,2.2,htl,literature_SCAPS
TiS3,1.04,3.29,monolayer,literature_HSE06_monolayer
TlNbAgNbO6,1.863303536,3.852,absorber,ml_plus_family_prior
TlNbBaSnO6,2.988799268,3.6702,absorber,ml_plus_family_prior
TlNbBaTiO6,2.22130272,3.8439,absorber,ml_plus_family_prior
TlNbCaGeO6,2.121469287,3.8293,absorber,ml_plus_family_prior
TlNbCaSiO6,1.359093402,3.9012,absorber,ml_plus_family_prior
TlNbCaSnO6,3.248956849,3.6913,absorber,ml_plus_family_prior
TlNbCaTiO6,1.844661254,3.8642,absorber,ml_plus_family_prior
TlNbGaNbO6,1.151941955,3.8251,absorber,ml_plus_family_prior
TlNbLaAlO6,2.155799154,3.644,absorber,ml_plus_family_prior
TlNbLaGaO6,2.713028066,3.7131,absorber,ml_plus_family_prior
TlNbLaInO6,3.075158113,3.6431,absorber,ml_plus_family_prior
TlNbLiNbO6,1.438117049,3.8908,absorber,ml_plus_family_prior
TlNbMgTiO6,1.737647718,3.8849,absorber,ml_plus_family_prior
TlNbNaNbO6,1.442237178,3.8908,absorber,ml_plus_family_prior
TlNbNaSbO6,1.927205191,3.8129,absorber,ml_plus_family_prior
TlNbSnTiO6,2.310134428,3.8603,absorber,ml_plus_family_prior
TlNbSrGeO6,2.080620924,3.8296,absorber,ml_plus_family_prior
TlNbSrSiO6,1.42267454,3.901,absorber,ml_plus_family_prior
TlNbSrSnO6,3.155717175,3.6743,absorber,ml_plus_family_prior
TlNbSrTiO6,1.525019204,3.8989,absorber,ml_plus_family_prior
TlNbTlTaO6,1.496019087,3.8891,absorber,ml_plus_family_prior
TlNbYAlO6,2.005687868,3.6678,absorber,ml_plus_family_prior
TlTaAgNbO6,1.792626623,3.879,absorber,ml_plus_family_prior
TlTaAgTaO6,2.28245774,3.8319,absorber,ml_plus_family_prior
TlTaBaSnO6,3.305403,3.7205,absorber,ml_plus_family_prior
TlTaCaGeO6,2.612967569,3.8441,absorber,ml_plus_family_prior
TlTaCaSiO6,2.222111758,3.8388,absorber,ml_plus_family_prior
TlTaCaSnO6,3.614900816,3.6273,absorber,ml_plus_family_prior
TlTaCaTiO6,1.862690557,3.8626,absorber,ml_plus_family_prior
TlTaCsNbO6,2.310062164,3.8298,absorber,ml_plus_family_prior
TlTaGaNbO6,1.474210517,3.8481,absorber,ml_plus_family_prior
TlTaKNbO6,1.760951658,3.8806,absorber,ml_plus_family_prior
TlTaKSbO6,2.0733894,3.7828,absorber,ml_plus_family_prior
TlTaLaAlO6,2.937475473,3.5906,absorber,ml_plus_family_prior
TlTaLaGaO6,3.420622789,3.675,absorber,ml_plus_family_prior
TlTaLaInO6,3.687048868,3.5912,absorber,ml_plus_family_prior
TlTaLiNbO6,1.758171378,3.8806,absorber,ml_plus_family_prior
TlTaMgTiO6,2.451618012,3.7323,absorber,ml_plus_family_prior
TlTaNaNbO6,1.760295096,3.8806,absorber,ml_plus_family_prior
TlTaNaSbO6,2.276086568,3.7873,absorber,ml_plus_family_prior
TlTaPbTiO6,1.898800066,3.8627,absorber,ml_plus_family_prior
TlTaPbZrO6,3.507812622,3.6931,absorber,ml_plus_family_prior
TlTaSnHfO6,3.505613063,3.7038,absorber,ml_plus_family_prior
TlTaSnTiO6,1.850789899,3.8808,absorber,ml_plus_family_prior
TlTaSrGeO6,2.425121676,3.8042,absorber,ml_plus_family_prior
TlTaSrSiO6,2.29747616,3.8359,absorber,ml_plus_family_prior
TlTaSrSnO6,3.507231154,3.7014,absorber,ml_plus_family_prior
TlTaSrTiO6,1.87716885,3.865,absorber,ml_plus_family_prior
TlTaYAlO6,2.819711084,3.7044,absorber,ml_plus_family_prior
V2O5,2.2,3.4,htl,literature_SCAPS
WS2,1.8,3.95,etl,literature_SCAPS
Zn3P2,1.5,4.2,htl,literature_SCAPS
ZnSe,2.81,4.09,etl,literature_SCAPS
ZnTe,2.25,3.73,htl,literature_SCAPS
ZrS3,1.89,2.5700000000000003,monolayer,literature_HSE06_monolayer
ZrSe3,0.95,3.26,monolayer,literature_HSE06_monolayer
Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3,1.63,3.90,absorber,literature_triple_cation
Cs0.06FA0.78MA0.16PbBr0.17I0.83,1.63,3.90,absorber,literature_triple_cation
